,0
256,8
257,11
258,4
259,31
260,12
261,19
262,11
263,8
264,3
265,3
266,1
267,24
268,19
269,1
270,3
271,28
272,22
273,9
274,3
275,6
276,4
277,13
278,3
279,7
280,9
281,6
282,4
283,12
284,1
285,1
286,3
287,2
288,3
289,2
290,47
291,25
292,13
293,4
294,10
295,1
296,2
297,9
298,2
299,3
300,4
301,3
302,5
303,5
304,1
305,11
306,16
307,44
308,5
309,6
310,3
311,8
312,2
313,1
314,6
315,2
316,1
317,1
318,22
319,14
320,19
321,5
322,40
323,8
324,12
325,1
326,8
327,2
328,3
329,3
330,39
331,1
332,3
333,13
334,17
335,5
336,3
337,50
338,22
339,31
340,16
341,8
342,6
343,5
344,20
345,1
346,14
347,2
348,4
349,7
350,3
351,34
352,13
353,43
354,22
355,17
356,11
357,3
358,5
359,14
360,1
361,14
362,33
363,50
364,2
365,6
366,6
367,15
368,20
369,35
370,7
371,13
372,2
373,10
374,4
375,35
376,2
377,23
378,18
379,10
380,16
381,32
382,5
383,4
384,1
385,9
386,29
387,1
388,11
389,8
390,8
391,50
392,19
393,25
394,18
395,3
396,1
397,6
398,18
399,1
400,1
401,8
402,20
403,19
404,15
405,22
406,1
407,1
408,5
409,9
410,5
411,25
412,3
413,5
414,17
415,1
416,2
417,5
418,2
419,1
420,22
421,12
422,4
423,9
424,48
425,5
426,23
427,3
428,2
429,5
430,6
431,23
432,1
433,15
434,50
435,29
436,17
437,1
438,2
439,23
440,5
441,2
442,13
443,31
444,32
445,2
446,35
447,2
448,1
449,5
450,2
451,2
452,1
453,14
454,8
455,47
456,6
457,1
458,1
459,3
460,3
461,27
462,13
463,10
464,51
465,34
466,1
467,6
468,3
469,1
470,6
471,4
472,2
473,2
474,3
475,11
476,1
477,2
478,2
479,6
480,16
481,16
482,5
483,14
484,3
485,3
486,1
487,2
488,5
489,3
490,2
491,1
492,3
493,45
494,3
495,2
496,2
497,35
498,8
499,15
500,5
501,34
502,5
503,2
504,9
505,8
506,3
507,12
508,31
509,2
510,2
511,9
512,9
513,2
514,8
515,54
516,3
517,7
518,16
519,3
520,10
521,27
522,14
523,18
524,14
525,2
526,2
527,30
528,1
529,38
530,50
531,55
532,5
533,36
534,10
535,30
536,17
537,1
538,37
539,17
540,4
541,3
542,6
543,13
544,12
545,5
546,2
547,54
548,11
549,9
550,1
551,1
552,1
553,9
554,11
555,10
556,1
557,9
558,16
559,28
560,5
561,20
562,9
563,4
564,10
565,1
566,2
567,53
568,2
569,7
570,9
571,34
572,1
573,5
574,6
575,38
576,43
577,1
578,12
579,14
580,10
581,1
582,23
583,16
584,3
585,35
586,4
587,13
588,10
589,8
590,3
591,4
592,2
593,21
594,1
595,1
596,4
597,16
598,22
599,1
600,3
601,2
602,46
603,34
604,1
605,6
606,33
607,2
608,22
609,6
610,36
611,11
612,4
613,1
614,16
615,1
616,4
617,5
618,23
619,6
620,24
621,7
622,3
623,1
624,2
625,14
626,2
627,4
628,47
629,7
630,10
631,5
632,37
633,3
634,18
635,25
636,39
637,54
638,17
639,3
640,29
641,17
642,27
643,5
644,12
645,8
646,20
647,3
648,32
649,3
650,2
651,16
652,7
653,1
654,6
655,5
656,23
657,18
658,19
659,2
660,21
661,5
662,6
663,3
664,1
665,1
666,1
667,26
668,2
669,3
670,3
671,2
672,45
673,13
674,7
675,2
676,12
677,25
678,1
679,1
680,33
681,2
682,8
683,4
684,2
685,35
686,18
687,13
688,20
689,20
690,8
691,10
692,23
693,3
694,2
695,12
696,38
697,2
698,12
699,2
700,3
701,17
702,24
703,28
704,5
705,2
706,1
707,4
708,3
709,4
710,9
711,10
712,5
713,21
714,5
715,4
716,1
717,6
718,28
719,1
720,5
721,24
722,3
723,41
724,6
725,6
726,45
727,15
728,4
729,13
730,24
731,1
732,2
733,28
734,3
735,25
736,24
737,2
738,36
739,7
740,2
741,10
742,46
743,1
744,9
745,5
746,3
747,2
748,2
749,3
750,37
751,1
752,15
753,33
754,2
755,46
756,35
757,11
758,3
759,4
760,3
761,11
762,14
763,16
764,2
765,41
766,1
767,21
768,2
769,21
770,5
771,15
772,3
773,1
774,1
775,32
776,15
777,5
778,4
779,10
780,6
781,5
782,7
783,5
784,20
785,6
786,12
787,7
788,8
789,38
790,22
791,20
792,9
793,3
794,4
795,2
796,54
797,22
798,1
799,17
800,7
801,2
802,54
803,5
804,7
805,2
806,4
807,4
808,10
809,32
810,4
811,7
812,2
813,3
814,8
815,31
816,20
817,40
818,5
819,43
820,24
821,13
822,51
823,19
824,8
825,1
826,18
827,24
828,9
829,2
830,5
831,3
832,14
833,4
834,1
835,11
836,11
837,15
838,4
839,2
840,1
841,3
842,3
843,1
844,16
845,6
846,37
847,2
848,17
849,3
850,24
851,34
852,3
853,34
854,7
855,5
856,2
857,15
858,51
859,3
860,1
861,4
862,2
863,4
864,5
865,4
866,2
867,29
868,1
869,2
870,5
871,48
872,5
873,2
874,9
875,1
876,2
877,47
878,2
879,4
880,4
881,1
882,1
883,6
884,15
885,5
886,33
887,1
888,12
889,24
890,7
891,31
892,2
893,7
894,20
895,4
896,1
897,13
898,5
899,20
900,16
901,21
902,11
903,45
904,3
905,2
906,6
907,2
908,5
909,1
910,7
911,15
912,16
913,1
914,2
915,9
916,10
917,1
918,37
919,35
920,18
921,2
922,2
923,23
924,4
925,41
926,7
927,10
928,47
929,2
930,5
931,8
932,4
933,7
934,34
935,1
936,10
937,6
938,9
939,1
940,6
941,8
942,7
943,20
944,1
945,10
946,9
947,21
948,27
949,36
950,23
951,16
952,3
953,2
954,5
955,8
956,2
957,19
958,36
959,1
960,6
961,19
962,4
963,19
964,31
965,5
966,9
967,1
968,1
969,26
970,1
971,41
972,1
973,6
974,38
975,23
976,7
977,47
978,4
979,13
980,14
981,12
982,48
983,1
984,7
985,2
986,24
987,1
988,9
989,18
990,5
991,1
992,14
993,7
994,3
995,2
996,28
997,1
998,8
999,2
1000,1
1001,13
1002,39
1003,2
1004,10
1005,1
1006,34
1007,4
1008,4
1009,7
1010,37
1011,39
1012,1
1013,41
1014,10
1015,2
1016,1
1017,2
1018,33
1019,1
1020,45
1021,2
1022,40
1023,2
1024,2
1025,4
1026,3
1027,36
1028,1
1029,32
1030,1
1031,4
1032,48
1033,1
1034,20
1035,1
1036,2
1037,3
1038,32
1039,5
1040,2
1041,17
1042,3
1043,10
1044,1
1045,14
1046,12
1047,2
1048,34
1049,2
1050,2
1051,27
1052,39
1053,15
1054,11
1055,3
1056,4
1057,10
1058,14
1059,2
1060,6
1061,20
1062,4
1063,5
1064,1
1065,1
1066,34
1067,53
1068,11
1069,12
1070,2
1071,23
1072,1
1073,1
1074,12
1075,8
1076,2
1077,40
1078,5
1079,9
1080,6
1081,4
1082,8
1083,25
1084,34
1085,7
1086,28
1087,37
1088,1
1089,2
1090,10
1091,25
1092,17
1093,9
1094,1
1095,30
1096,9
1097,6
1098,1
1099,1
1100,5
1101,6
1102,3
1103,4
1104,2
1105,25
1106,2
1107,2
1108,3
1109,1
1110,19
1111,11
1112,8
1113,7
1114,3
1115,36
1116,7
1117,1
1118,10
1119,2
1120,3
1121,4
1122,7
1123,1
1124,6
1125,7
1126,4
1127,22
1128,24
1129,7
1130,4
1131,21
1132,2
1133,4
1134,3
1135,2
1136,16
1137,2
1138,3
1139,3
1140,38
1141,7
1142,2
1143,25
1144,7
1145,6
1146,17
1147,2
1148,1
1149,2
1150,21
1151,4
1152,1
1153,4
1154,15
1155,1
1156,5
1157,1
1158,13
1159,12
1160,3
1161,1
1162,13
1163,1
1164,16
1165,1
1166,2
1167,3
1168,9
1169,1
1170,37
1171,52
1172,3
1173,4
1174,2
1175,5
1176,6
1177,47
1178,8
1179,16
1180,2
1181,19
1182,6
1183,2
1184,4
1185,54
1186,18
1187,2
1188,8
1189,1
1190,7
1191,10
1192,21
1193,3
1194,2
1195,14
1196,3
1197,16
1198,24
1199,1
1200,25
1201,6
1202,9
1203,5
1204,17
1205,1
1206,3
1207,1
1208,3
1209,49
1210,10
1211,1
1212,6
1213,18
1214,28
1215,3
1216,1
1217,3
1218,28
1219,3
1220,1
1221,3
1222,4
1223,20
1224,4
1225,4
1226,10
1227,7
1228,6
1229,1
1230,32
1231,3
1232,13
1233,4
1234,7
1235,1
1236,2
1237,33
1238,10
1239,3
1240,2
1241,3
1242,11
1243,10
1244,4
1245,1
1246,30
1247,3
1248,11
1249,9
1250,2
1251,2
1252,9
1253,3
1254,35
1255,26
1256,12
1257,3
1258,45
1259,4
1260,3
1261,1
1262,10
1263,5
1264,14
1265,5
1266,1
1267,6
1268,17
1269,3
1270,2
1271,2
1272,27
1273,1
1274,1
1275,26
1276,6
1277,41
1278,10
1279,42
1280,1
1281,3
1282,12
1283,5
1284,4
1285,10
1286,3
1287,23
1288,1
1289,9
1290,17
1291,1
1292,7
1293,2
1294,24
1295,25
1296,14
1297,6
1298,42
1299,12
1300,13
1301,1
1302,8
1303,3
1304,1
1305,6
1306,4
1307,35
1308,1
1309,4
1310,1
1311,20
1312,4
1313,6
1314,15
1315,24
1316,3
1317,7
1318,1
1319,18
1320,4
1321,3
1322,23
1323,9
1324,3
1325,2
1326,24
1327,6
1328,3
1329,6
1330,4
1331,20
1332,1
1333,5
1334,1
1335,4
1336,31
1337,48
1338,4
1339,34
1340,5
1341,1
1342,10
1343,4
1344,2
1345,19
1346,3
1347,3
1348,17
1349,6
1350,4
1351,53
1352,27
1353,3
1354,15
1355,8
1356,4
1357,8
1358,41
1359,1
1360,1
1361,1
1362,4
1363,1
1364,5
1365,5
1366,19
1367,4
1368,5
1369,13
1370,4
1371,6
1372,17
1373,18
1374,39
1375,5
1376,5
1377,40
1378,27
1379,4
1380,12
1381,1
1382,2
1383,24
1384,8
1385,1
1386,5
1387,47
1388,42
1389,15
1390,8
1391,4
1392,4
1393,3
1394,4
1395,7
1396,4
1397,5
1398,1
1399,2
1400,1
1401,4
1402,11
1403,12
1404,2
1405,4
1406,4
1407,16
1408,1
1409,5
1410,25
1411,20
1412,21
1413,21
1414,52
1415,51
1416,7
1417,26
1418,46
1419,14
1420,2
1421,3
1422,22
1423,1
1424,1
1425,12
1426,1
1427,14
1428,33
1429,4
1430,6
1431,4
1432,47
1433,13
1434,1
1435,7
1436,14
1437,2
1438,16
1439,7
1440,3
1441,12
1442,21
1443,1
1444,4
1445,8
1446,4
1447,1
1448,20
1449,46
1450,10
1451,7
1452,1
1453,2
1454,33
1455,2
1456,8
1457,1
1458,12
1459,2
1460,8
1461,1
1462,1
1463,1
1464,2
1465,2
1466,9
1467,1
1468,22
1469,31
1470,3
1471,3
1472,7
1473,6
1474,4
1475,5
1476,18
1477,3
1478,1
1479,2
1480,8
1481,9
1482,22
1483,25
1484,25
1485,18
1486,5
1487,8
1488,1
1489,2
1490,5
1491,3
1492,9
1493,11
1494,1
1495,42
1496,3
1497,3
1498,52
1499,1
1500,2
1501,7
1502,2
1503,1
1504,1
1505,15
1506,2
1507,7
1508,38
1509,39
1510,18
1511,1
1512,4
1513,19
1514,41
1515,21
1516,1
1517,3
1518,4
1519,10
1520,34
1521,5
1522,14
1523,2
1524,37
1525,6
1526,8
1527,32
1528,26
1529,1
1530,1
1531,52
1532,1
1533,9
1534,5
1535,2
1536,1
1537,38
1538,14
1539,1
1540,1
1541,36
1542,49
1543,3
1544,15
1545,2
1546,6
1547,2
1548,3
1549,4
1550,14
1551,1
1552,11
1553,12
1554,7
1555,4
1556,7
1557,23
1558,8
1559,8
1560,4
1561,6
1562,2
1563,16
1564,1
1565,5
1566,9
1567,8
1568,15
1569,3
1570,52
1571,2
1572,17
1573,11
1574,5
1575,2
1576,6
1577,17
1578,15
1579,2
1580,7
1581,15
1582,16
1583,2
1584,6
1585,3
1586,3
1587,16
1588,3
1589,37
1590,9
1591,10
1592,9
1593,33
1594,25
1595,5
1596,25
1597,4
1598,3
1599,19
1600,1
1601,5
1602,10
1603,1
1604,6
1605,1
1606,47
1607,19
1608,26
1609,11
1610,38
1611,10
1612,33
1613,5
1614,1
1615,3
1616,29
1617,4
1618,3
1619,1
1620,2
1621,22
1622,4
1623,3
1624,1
1625,38
1626,22
1627,17
1628,49
1629,5
1630,14
1631,5
1632,8
1633,4
1634,11
1635,5
1636,48
1637,4
1638,3
1639,16
1640,2
1641,2
1642,33
1643,7
1644,29
1645,40
1646,4
1647,28
1648,6
1649,7
1650,11
1651,6
1652,21
1653,5
1654,12
1655,18
1656,51
1657,12
1658,15
1659,3
1660,1
1661,2
1662,7
1663,48
1664,3
1665,11
1666,2
1667,23
1668,6
1669,5
1670,34
1671,11
1672,5
1673,5
1674,4
1675,2
1676,2
1677,40
1678,27
1679,18
1680,24
1681,1
1682,1
1683,43
1684,6
1685,4
1686,14
1687,1
1688,26
1689,1
1690,16
1691,4
1692,8
1693,2
1694,30
1695,4
1696,33
1697,2
1698,2
1699,1
1700,3
1701,1
1702,4
1703,7
1704,2
1705,2
1706,51
1707,17
1708,4
1709,1
1710,13
1711,10
1712,10
1713,2
1714,24
1715,1
1716,31
1717,45
1718,7
1719,19
1720,3
1721,24
1722,14
1723,4
1724,6
1725,3
1726,7
1727,3
1728,23
1729,2
1730,44
1731,10
1732,27
1733,8
1734,8
1735,7
1736,3
1737,5
1738,2
1739,33
1740,16
1741,38
1742,2
1743,3
1744,5
1745,8
1746,2
1747,8
1748,8
1749,22
1750,2
1751,5
1752,3
1753,32
1754,1
1755,26
1756,3
1757,4
1758,5
1759,8
1760,38
1761,13
1762,1
1763,34
1764,4
1765,39
1766,1
1767,3
1768,1
1769,51
1770,8
1771,3
1772,2
1773,8
1774,6
1775,12
1776,1
1777,2
1778,10
1779,2
1780,55
1781,14
1782,16
1783,3
1784,3
1785,12
1786,39
1787,1
1788,3
1789,4
1790,2
1791,24
1792,13
1793,3
1794,2
1795,5
1796,3
1797,37
1798,9
1799,6
1800,29
1801,5
1802,36
1803,29
1804,1
1805,2
1806,37
1807,4
1808,8
1809,18
1810,19
1811,2
1812,6
1813,3
1814,20
1815,15
1816,3
1817,1
1818,4
1819,6
1820,5
1821,22
1822,14
1823,17
1824,18
1825,11
1826,26
1827,5
1828,6
1829,5
1830,21
1831,19
1832,6
1833,2
1834,4
1835,21
1836,14
1837,7
1838,10
1839,2
1840,2
1841,5
1842,46
1843,1
1844,28
1845,1
1846,3
1847,4
1848,11
1849,8
1850,4
1851,1
1852,1
1853,1
1854,27
1855,7
1856,1
1857,51
1858,10
1859,7
1860,2
1861,11
1862,4
1863,1
1864,8
1865,17
1866,1
1867,14
1868,28
1869,19
1870,44
1871,2
1872,6
1873,18
1874,3
1875,15
1876,6
1877,9
1878,5
1879,25
1880,2
1881,4
1882,1
1883,1
1884,39
1885,8
1886,2
1887,8
1888,21
1889,15
1890,9
1891,24
1892,1
1893,12
1894,19
1895,9
1896,28
1897,5
1898,13
1899,4
1900,16
1901,21
1902,1
1903,2
1904,2
1905,26
1906,7
1907,29
1908,6
1909,2
1910,2
1911,2
1912,2
1913,23
1914,7
1915,26
1916,13
1917,4
1918,8
1919,5
1920,1
1921,7
1922,2
1923,1
1924,3
1925,4
1926,2
1927,37
1928,4
1929,23
1930,15
1931,8
1932,14
1933,24
1934,3
1935,45
1936,2
1937,6
1938,2
1939,54
1940,2
1941,20
1942,4
1943,6
1944,4
1945,15
1946,10
1947,4
1948,8
1949,3
1950,1
1951,27
1952,1
1953,44
1954,48
1955,10
1956,13
1957,20
1958,5
1959,1
1960,31
1961,38
1962,3
1963,8
1964,3
1965,10
1966,9
1967,5
1968,44
1969,3
1970,3
1971,6
1972,3
1973,1
1974,3
1975,12
1976,20
1977,5
1978,5
1979,42
1980,40
1981,2
1982,8
1983,1
1984,5
1985,4
1986,2
1987,11
1988,4
1989,3
1990,10
1991,2
1992,9
1993,40
1994,1
1995,13
1996,6
1997,2
1998,1
1999,4
2000,11
2001,4
2002,9
2003,12
2004,14
2005,20
2006,2
2007,1
2008,17
2009,1
2010,19
2011,5
2012,7
2013,5
2014,1
2015,2
2016,4
2017,4
2018,6
2019,4
2020,17
2021,7
2022,40
2023,36
2024,10
2025,4
2026,4
2027,7
2028,3
2029,2
2030,3
2031,1
2032,30
2033,15
2034,1
2035,3
2036,20
2037,2
2038,5
2039,7
2040,5
2041,21
2042,14
2043,2
2044,1
2045,2
2046,7
2047,29
2048,2
2049,11
2050,25
2051,11
2052,6
2053,10
2054,3
2055,11
2056,27
2057,1
2058,2
2059,24
2060,2
2061,17
2062,15
2063,10
2064,4
2065,2
2066,2
2067,15
2068,6
2069,4
2070,2
2071,1
2072,6
2073,9
2074,1
2075,18
2076,40
2077,11
2078,4
2079,24
2080,32
2081,5
2082,4
2083,4
2084,1
2085,4
2086,1
2087,1
2088,5
2089,31
2090,29
2091,23
2092,2
2093,2
2094,8
2095,42
2096,18
2097,2
2098,1
2099,49
2100,2
2101,9
2102,2
2103,8
2104,2
2105,2
2106,23
2107,28
2108,5
2109,1
2110,6
2111,4
2112,5
2113,1
2114,40
2115,4
2116,38
2117,1
2118,1
2119,15
2120,18
2121,53
2122,7
2123,10
2124,8
2125,40
2126,44
2127,17
2128,6
2129,1
2130,27
2131,29
2132,21
2133,7
2134,8
2135,37
2136,26
2137,33
2138,29
2139,2
2140,4
2141,29
2142,8
2143,1
2144,2
2145,6
2146,1
2147,13
2148,20
2149,2
2150,2
2151,33
2152,10
2153,1
2154,1
2155,2
2156,18
2157,14
2158,13
2159,38
2160,19
2161,1
2162,35
2163,51
2164,4
2165,46
2166,1
2167,1
2168,6
2169,17
2170,2
2171,3
2172,4
2173,10
2174,1
2175,22
2176,6
2177,31
2178,9
2179,14
2180,2
2181,12
2182,9
2183,2
2184,4
2185,29
2186,19
2187,34
2188,1
2189,26
2190,4
2191,2
2192,4
2193,10
2194,2
2195,6
2196,24
2197,1
2198,30
2199,4
2200,10
2201,8
2202,20
2203,22
2204,5
2205,10
2206,2
2207,27
2208,8
2209,2
2210,14
2211,1
2212,9
2213,12
2214,2
2215,5
2216,2
2217,13
2218,3
2219,14
2220,1
2221,1
2222,1
2223,1
2224,13
2225,13
2226,34
2227,5
2228,10
2229,2
2230,1
2231,8
2232,1
2233,5
2234,19
2235,1
2236,2
2237,7
2238,43
2239,1
2240,2
2241,3
2242,17
2243,8
2244,1
2245,7
2246,10
2247,7
2248,2
2249,8
2250,8
2251,15
2252,2
2253,7
2254,38
2255,1
2256,3
2257,37
2258,3
2259,3
2260,19
2261,13
2262,1
2263,6
2264,24
2265,1
2266,22
2267,2
2268,5
2269,20
2270,1
2271,52
2272,13
2273,1
2274,8
2275,4
2276,26
2277,4
2278,2
2279,6
2280,12
2281,4
2282,3
2283,2
2284,17
2285,34
2286,46
2287,9
2288,11
2289,2
2290,4
2291,2
2292,1
2293,4
2294,18
2295,7
2296,5
2297,5
2298,3
2299,13
2300,8
2301,11
2302,6
2303,14
2304,1
2305,1
2306,8
2307,3
2308,41
2309,5
2310,14
2311,8
2312,3
2313,3
2314,12
2315,9
2316,6
2317,12
2318,15
2319,3
2320,31
2321,1
2322,3
2323,3
2324,5
2325,1
2326,14
2327,22
2328,1
2329,6
2330,4
2331,54
2332,7
2333,11
2334,16
2335,10
2336,17
2337,8
2338,7
2339,11
2340,35
2341,1
2342,7
2343,14
2344,17
2345,2
2346,8
2347,1
2348,43
2349,4
2350,5
2351,15
2352,55
2353,4
2354,35
2355,3
2356,1
2357,4
2358,13
2359,19
2360,1
2361,43
2362,2
2363,12
2364,1
2365,1
2366,1
2367,11
2368,9
2369,2
2370,4
2371,11
2372,18
2373,4
2374,15
2375,29
2376,3
2377,14
2378,3
2379,3
2380,9
2381,1
2382,4
2383,23
2384,1
2385,13
2386,15
2387,13
2388,4
2389,14
2390,1
2391,1
2392,29
2393,3
2394,1
2395,9
2396,25
2397,26
2398,22
2399,2
2400,1
2401,3
2402,8
2403,5
2404,6
2405,2
2406,16
2407,6
2408,7
2409,8
2410,1
2411,3
2412,2
2413,9
2414,19
2415,14
2416,27
2417,13
2418,2
2419,13
2420,3
2421,13
2422,28
2423,1
2424,2
2425,12
2426,3
2427,1
2428,6
2429,27
2430,38
2431,10
2432,8
2433,4
2434,43
2435,16
2436,52
2437,4
2438,2
2439,16
2440,1
2441,4
2442,1
2443,1
2444,1
2445,13
2446,1
2447,2
2448,1
2449,25
2450,39
2451,9
2452,15
2453,1
2454,18
2455,3
2456,11
2457,3
2458,6
2459,27
2460,9
2461,12
2462,5
2463,15
2464,53
2465,31
2466,3
2467,4
2468,1
2469,14
2470,5
2471,2
2472,8
2473,6
2474,35
2475,47
2476,41
2477,10
2478,2
2479,3
2480,5
2481,10
2482,1
2483,5
2484,2
2485,15
2486,50
2487,7
2488,7
2489,6
2490,3
2491,3
2492,4
2493,12
2494,11
2495,1
2496,12
2497,3
2498,18
2499,33
2500,5
2501,3
2502,3
2503,34
2504,4
2505,4
2506,17
2507,24
2508,1
2509,5
2510,16
2511,5
2512,8
2513,1
2514,31
2515,1
2516,1
2517,23
2518,9
2519,46
2520,2
2521,2
2522,6
2523,18
2524,2
2525,2
2526,10
2527,2
2528,5
2529,2
2530,12
2531,5
2532,34
2533,10
2534,38
2535,5
2536,24
2537,1
2538,10
2539,1
2540,4
2541,7
2542,6
2543,10
2544,4
2545,1
2546,1
2547,19
2548,2
2549,4
2550,2
2551,7
2552,2
2553,8
2554,5
2555,5
2556,9
2557,6
2558,33
2559,38
2560,3
2561,10
2562,1
2563,54
2564,17
2565,3
2566,2
2567,8
2568,36
2569,13
2570,2
2571,2
2572,9
2573,43
2574,8
2575,11
2576,4
2577,6
2578,2
2579,15
2580,1
2581,48
2582,8
2583,36
2584,1
2585,5
2586,1
2587,3
2588,5
2589,6
2590,22
2591,7
2592,19
2593,11
2594,8
2595,2
2596,14
2597,2
2598,3
2599,25
2600,48
2601,3
2602,44
2603,1
2604,20
2605,14
2606,4
2607,4
2608,2
2609,1
2610,4
2611,7
2612,9
2613,13
2614,52
2615,16
2616,1
2617,20
2618,9
2619,18
2620,9
2621,18
2622,41
2623,3
2624,26
2625,2
2626,20
2627,46
2628,54
2629,1
2630,15
2631,2
2632,16
2633,29
2634,9
2635,6
2636,3
2637,2
2638,2
2639,2
2640,16
2641,1
2642,1
2643,2
2644,24
2645,8
2646,6
2647,12
2648,6
2649,12
2650,37
2651,1
2652,7
2653,11
2654,10
2655,4
2656,39
2657,4
2658,4
2659,21
2660,15
2661,1
2662,3
2663,3
2664,6
2665,10
2666,17
2667,9
2668,41
2669,8
2670,14
2671,45
2672,4
2673,21
2674,6
2675,51
2676,8
2677,1
2678,8
2679,32
2680,30
2681,2
2682,6
2683,29
2684,5
2685,4
2686,24
2687,12
2688,37
2689,1
2690,1
2691,13
2692,20
2693,21
2694,2
2695,6
2696,39
2697,4
2698,2
2699,3
2700,6
2701,42
2702,16
2703,2
2704,17
2705,5
2706,4
2707,2
2708,37
2709,16
2710,1
2711,6
2712,13
2713,4
2714,2
2715,4
2716,2
2717,4
2718,30
2719,3
2720,28
2721,2
2722,3
2723,47
2724,7
2725,1
2726,15
2727,1
2728,1
2729,3
2730,11
2731,4
2732,9
2733,1
2734,34
2735,16
2736,5
2737,10
2738,32
2739,7
2740,2
2741,7
2742,2
2743,7
2744,2
2745,4
2746,6
2747,7
2748,49
2749,20
2750,28
2751,3
2752,1
2753,25
2754,51
2755,3
2756,1
2757,3
2758,3
2759,34
2760,2
2761,1
2762,2
2763,15
2764,21
2765,25
2766,18
2767,5
2768,1
2769,1
2770,6
2771,26
2772,4
2773,23
2774,9
2775,47
2776,10
2777,4
2778,20
2779,5
2780,5
2781,5
2782,7
2783,5
2784,2
2785,10
2786,3
2787,2
2788,26
2789,1
2790,23
2791,9
2792,2
2793,25
2794,1
2795,28
2796,2
2797,34
2798,48
2799,3
2800,12
2801,37
2802,3
2803,6
2804,3
2805,41
2806,7
2807,16
2808,5
2809,5
2810,4
2811,18
2812,2
2813,13
2814,4
2815,17
2816,18
2817,9
2818,1
2819,55
2820,1
2821,23
2822,10
2823,10
2824,36
2825,6
2826,1
2827,8
2828,13
2829,1
2830,13
2831,8
2832,5
2833,5
2834,5
2835,18
2836,7
2837,3
2838,6
2839,18
2840,39
2841,3
2842,9
2843,7
2844,4
2845,17
2846,8
2847,19
2848,1
2849,33
2850,10
2851,1
2852,45
2853,54
2854,5
2855,3
2856,13
2857,4
2858,23
2859,2
2860,1
2861,1
2862,5
2863,50
2864,42
2865,9
2866,16
2867,2
2868,7
2869,20
2870,5
2871,5
2872,18
2873,9
2874,8
2875,22
2876,2
2877,3
2878,2
2879,10
2880,7
2881,6
2882,22
2883,52
2884,1
2885,1
2886,22
2887,5
2888,4
2889,15
2890,36
2891,1
2892,4
2893,48
2894,13
2895,1
2896,6
2897,5
2898,37
2899,13
2900,5
2901,45
2902,2
2903,10
2904,3
2905,32
2906,5
2907,6
2908,1
2909,49
2910,23
2911,1
2912,28
2913,47
2914,2
2915,16
2916,1
2917,10
2918,1
2919,4
2920,1
2921,5
2922,1
2923,6
2924,5
2925,37
2926,1
2927,28
2928,17
2929,8
2930,3
2931,24
2932,11
2933,3
2934,3
2935,21
2936,10
2937,2
2938,4
2939,13
2940,25
2941,55
2942,13
2943,3
2944,9
2945,8
2946,12
2947,9
2948,37
2949,15
2950,11
2951,3
2952,3
2953,7
2954,4
2955,55
2956,1
2957,3
2958,6
2959,21
2960,9
2961,2
2962,28
2963,3
2964,20
2965,1
2966,12
2967,4
2968,11
2969,4
2970,1
2971,4
2972,43
2973,6
2974,2
2975,7
2976,37
2977,5
2978,6
2979,5
2980,28
2981,49
2982,4
2983,14
2984,6
2985,32
2986,9
2987,2
2988,21
2989,2
2990,6
2991,40
2992,5
2993,21
2994,23
2995,7
2996,27
2997,1
